PPAP Number,PPAP Req'd by Customer,Current Status,PPAP/IMDS from,FK_Customer_ID,Country,Rev,IMDS number,PPAP docs,Level,PPAP samples status,Reason of Submission,Sent to Customer,PSW returned from Cust Signed,Origin from report,Comments,INSPECTION REPORT NUMBER
PP00028-0019,10/6/2025,Approved 2025,VEN329,5299,North America,34,1229370708 / 2,,1,n/a,Annual Validation,10/20/2025,10/23/2025,,,
PP00028-27,10/6/2025,PSW Pending Approve,VEN238,5345,North America,10,1149845539 / 1,,1,n/a,Annual Validation,10/9/2025,,,,
PP00028-28,10/6/2025,PSW Pending Approve,VEN238,5348,North America,10,1149845452 / 1,,1,n/a,Annual Validation,10/9/2025,,,,
PP00061-13,10/6/2025,"PPAP received, pending to review files",VEN329,5703,North America,72,,,3,n/a,Initial Submission,10/30/2025,,*,,
PP00061-14,10/6/2025,"PPAP received, pending to review files",VEN329,5713,North America,72,,,3,n/a,Initial Submission,10/30/2025,,*,,
PP00028-38,10/7/2025,PSW Pending Approve,VEN238,5360,North America,10,1160610621 / 1,,1,n/a,Annual Validation,10/9/2025,,,,
PP00028-39,10/7/2025,PSW Pending Approve,VEN238,5363,North America,10,1160623765 / 1,,1,n/a,Annual Validation,10/9/2025,,,,
PP00028-0001,10/12/2025,Approved 2025,VEN238,48,North America,13,1193337616 / 1,,1,n/a,Annual Validation,11/4/2025,4/11/2025,,,
PP00027-0014,10/15/2025,PSW Pending Approve,VEN238,4580,Europe,25,1189553513 / 1,10/24/2025,3,Requested,Initial Submission,11/19/2025,,,,
PP00027-0025,10/15/2025,PSW Pending Approve,VEN238,4581,Europe,25,1289710429 / 1,11/13/2025,3,approved,Initial Submission,11/19/2025,,,,
PP00027-0006,10/15/2025,PSW Pending Approve,VEN238,4572,Europe,28,1189551671 / 1,,3,n/a,Initial Submission,11/19/2025,,,,
PP00034-0049,10/17/2025,PSW Pending Approve,VEN329,4784,Mexico,24,1455503318 / 1,2/11/2025,3,Requested,Initial Submission,11/5/2025,,,,
PP00012-0003,10/21/2025,PSW Pending Approve,VEN238,4046,Mexico,47,1076160554 / 2,7/11/2025,4,n/a,Annual validation,11/11/2025,,,,
PP00069-0003,10/21/2025,"PPAP received, pending to review files",VEN238,5172,Mexico,,,12/11/2025,3,Requested,Initial Submission,,,,,
PP00027-0039,10/23/2025,Approved 2025,VEN238,5574,Europe,47,1459257972 / 1,11/13/2025,3,Requested,Initial Submission,11/27/2025,3/12/2025,,,
PP00028-0094,10/24/2025,Approved 2025,VEN238,5302,North America,47,1453145450 / 1,7/11/2025,3,n/a,Initial Submission,11/20/2025,11/21/2025,,,
PP00028-0095,10/24/2025,Approved 2025,VEN238,5303,North America,47,1454452239 / 1,7/11/2025,3,Requested,Initial Submission,11/20/2025,11/21/2025,,,
PP00028-0032,10/25/2025,PSW Pending Approve,VEN238,37,North America,14,1138118931 / 1,,1,n/a,Annual Validation,10/27/2025,,,,
PP00027-0002,10/29/2025,Approved 2025,VEN238,5567,Europe,28,1459608835 / 1,11/13/2025,3,Requested,Initial Submission,11/27/2025,3/12/2025,,,
PP00027-0009,10/29/2025,Approved 2025,VEN238,5568,Europe,28,1459609326 / 1,11/13/2025,3,Requested,Initial Submission,11/27/2025,3/12/2025,,,
PP00027-0012,10/29/2025,Approved 2025,VEN238,5569,Europe,47,1459608733 / 1,11/13/2025,3,Requested,Initial Submission,11/27/2025,3/12/2025,,,
PP00027-0015,10/29/2025,Approved 2025,VEN238,5570,Europe,28,1459609136 / 1,11/13/2025,3,Requested,Initial Submission,11/27/2025,3/12/2025,,,
PP00027-0016,10/29/2025,Approved 2025,VEN238,5571,Europe,47,1459258610 / 1,11/13/2025,3,Requested,Initial Submission,11/27/2025,3/12/2025,,,
PP00027-0018,10/29/2025,Approved 2025,VEN238,5572,Europe,47,1459609231 / 1,11/13/2025,3,Requested,Initial Submission,11/27/2025,3/12/2025,,,
PP00027-0040,10/29/2025,Approved 2025,VEN238,5575,Europe,25,1459258121 / 1,11/13/2025,3,Requested,Initial Submission,11/27/2025,3/12/2025,,,
PP00042-0014,10/30/2025,Approved 2025,VEN329,5141,Mexico,6,1289742545 / 1,,4,approved,Initial Submission,11/4/2025,5/11/2025,,,#N/D
PP00056-0008,11/3/2025,PSW Pending Approve,VEN329,5581,Mexico,5,1463626280 / 1,,3,requested,Initial Submission,12/9/2025,,,,
PP00056-0009,11/3/2025,PSW Pending Approve,VEN329,5582,Mexico,5,1463627273 / 1,,3,requested,Initial Submission,12/9/2025,,,,
PP00056-0010,11/3/2025,PSW Pending Approve,VEN329,5583,Mexico,5,1463627904 / 1,,3,requested,Initial Submission,12/9/2025,,,,
PP00056-0011,11/3/2025,PSW Pending Approve,VEN329,5584,Mexico,5,1463629221 / 1,,3,requested,Initial Submission,12/9/2025,,,,
PP00056-0012,11/3/2025,PSW Pending Approve,VEN329,5585,Mexico,5,1463992106 / 1,,3,requested,Initial Submission,12/9/2025,,,,
PP00056-0013,11/3/2025,PSW Pending Approve,VEN329,5586,Mexico,5,1463992618 / 1,,3,requested,Initial Submission,12/9/2025,,,,
PP00056-0014,11/3/2025,PSW Pending Approve,VEN329,5587,Mexico,5,1463992721 / 1,,3,requested,Initial Submission,12/9/2025,,,,
PP00056-0015,11/3/2025,PSW Pending Approve,VEN329,5588,Mexico,5,1463994195 / 1,,3,requested,Initial Submission,12/9/2025,,,,
PP00056-0016,11/3/2025,PSW Pending Approve,VEN329,5589,Mexico,5,1463994417 / 1,,3,requested,Initial Submission,12/9/2025,,,,
PP00034-0033,11/4/2025,PSW Pending Approve,VEN025,4748,Mexico,,,11/13/2025,4,n/a,Annual validation,11/20/2025,,,,
PP00028-0003,11/7/2025,PSW Pending Approve,VEN329,5297,North America,76,1196293250 / 1,,1,n/a,Annual validation,11/10/2025,,,,
PP00028-0083,11/10/2025,Approved 2025,VEN025,5469,North America,,,5/30/2024,1,n/a,Annual Validation,11/13/2025,11/20/2025,,,
PP00024-0021,11/11/2025,PSW Pending Approve,VEN238,4497,Europe,17,949767775 / 1,11/17/2025,1,n/a,Annual Validation,12/5/2025,,,,
PP00024-0023,11/11/2025,PSW Pending Approve,VEN238,4496,Europe,17,949767217 / 1,11/17/2025,1,n/a,Annual validation,12/5/2025,,,,
PP00054-0003,11/13/2025,PSW Pending Approve,VEN329,81,Mexico,76,1349381994 / 2,8/15/2024,4,n/a,Annual validation,12/5/2025,,,,
PP00042-0041,11/18/2025,Approved 2025,VEN329,5159,Mexico,23,1461540196 / 1,4/15/2025,3,Requested,Initial Submission,11/28/2025,9/12/2025,,,
PP00042-0040,11/18/2025,Approved 2025,VEN329,5158,Mexico,76,1461539554 / 1,1/8/2025,3,Requested,Initial Submission,11/28/2025,9/12/2025,,,
PP00028-0012,11/19/2025,PSW Pending Approve,VEN238,52,North America,57,1128116908 / 1,5/24/2024,1,n/a,Annual Validation,11/20/2025,,,,
PP00028-0014,11/19/2025,PSW Pending Approve,VEN238,5468,North America,57,1128116087 / 1,5/24/2024,1,n/a,Annual Validation,11/20/2025,,,,
PP00028-0013,11/19/2025,PSW Pending Approve,VEN238,5298,North America,57,1128115723 / 1,,1,n/a,Annual validation,11/20/2025,,,,
PP00058-0007,11/24/2025,PSW Pending Approve,VEN329,5170,Mexico,73,1460077143 / 1,,1,n/a,Change of cust.,,,,,
PP00066-0003,11/26/2025,PPAP requested to UPM,VEN238,5502,Mexico,,,,3,Requested,Initial Submission,,,,,
PP00028-0084,11/27/2025,PPAP requested to ETC,VEN329,5301,North America,24,1341636538 / 1,2/7/2024,3,Requested,Annual Validation,,,,,
PP00042-0042,12/2/2025,PSW Pending Approve,VEN329,5160,Mexico,11,1462520007 / 1,7/14/2025,3,Requested,Initial Submission,12/8/2025,,,,
PP00028-0063,12/3/2025,Approved 2025,VEN329,5300,North America,24,1139567657 / 2,,1,n/a,Annual Validation,12/4/2025,4/12/2025,,,
